article_id                          , headline                                                                                                                     , url
2e37ec09-39f0-4d66-b49f-0354fc09e2e6, "Vacunación contra el covid-19 en EE.UU. requiere consulta médica, pero no receta, resuelven los CDC"                        , https://abc17news.com/cnn-spanish/2025/09/19/vacunacion-contra-el-covid-19-en-ee-uu-requiere-consulta-medica-pero-no-receta-resuelven-los-cdc/
03b40f8c-ac7e-4679-ac7b-846756f4a784, Overtourism is leading to more car crashes in Scotland. T-plates might be the answer                                         , https://abc17news.com/entertainment/cnn-style/2025/09/20/overtourism-is-leading-to-more-car-crashes-in-scotland-t-plates-might-be-the-answer/
ca942282-02fd-4eae-a1b1-049c7968e389, "‘Jimmy Kimmel Live!’ crew will be paid next week, as future of show remains in limbo"                                       , https://abc17news.com/entertainment/cnn-entertainment/2025/09/19/jimmy-kimmel-live-crew-will-be-paid-next-week-as-future-of-show-remains-in-limbo/
53f98af1-20b0-4d49-9320-0f2833eed940, Farm Aid celebrates its 40th anniversary with a benefit concert in Minneapolis                                               , https://www.ksmu.org/2025-09-20/farm-aid-celebrates-its-40th-anniversary-with-a-benefit-concert-in-minneapolis
e9201492-708c-4ee0-bddb-8a6b3f09f2e1, How Publishers Clearing House's bankruptcy is affecting winners                                                              , https://www.ksmu.org/2025-09-20/how-publishers-clearing-houses-bankruptcy-is-affecting-winners
d0084945-8f75-4e6f-834f-74320a09cd6a, Freed Israeli-American hostage says he will return to military service                                                       , https://abc17news.com/news/national-world/cnn-world/2025/09/19/freed-israeli-american-hostage-says-he-will-return-to-military-service/
a430838a-cba0-4e55-b03f-c1902c0072a6, Los manifestantes de la Generación Z se unen detrás de una bandera pirata del manga                                          , https://abc17news.com/cnn-spanish/2025/09/20/los-manifestantes-de-la-generacion-z-se-unen-detras-de-una-bandera-pirata-del-manga/
70bbf7a0-e404-414c-9470-d8f41a5a3e0a, Irish rap group Kneecap have been banned from entering Canada                                                                , https://abc17news.com/news/national-world/cnn-world/2025/09/19/irish-rap-group-kneecap-have-been-banned-from-entering-canada/
1b3473f4-c31d-40ff-a493-b63fc8ecfdd8, How ecommerce brands are preparing for the toughest peak season yet                                                          , https://abc17news.com/stacker-money/2025/09/19/how-ecommerce-brands-are-preparing-for-the-toughest-peak-season-yet/
ce382a83-8a1a-40cf-9dbb-916ad46150ed, Gaza hospital director receives bodies of brother and other relatives while on duty                                          , https://abc17news.com/news/national-world/cnn-world/2025/09/20/gaza-hospital-director-receives-bodies-of-brother-and-other-relatives-while-on-duty/
2e32bc15-d6cd-4c51-ba44-32dc8168c7d3, Winning numbers drawn in Friday’s Missouri Pick 3 Evening                                                                    , https://www.newspressnow.com/ap/ap-missouri-news/2025/09/19/winning-numbers-drawn-in-fridays-missouri-pick-3-evening-20/
57fecdea-0308-403f-aa3d-fdf3166d800a, Noboa convoca a consulta popular sobre una Asamblea Constituyente sin pedir antes el aval de la Corte Constitucional         , https://abc17news.com/cnn-spanish/2025/09/19/noboa-convoca-a-consulta-popular-sobre-una-asamblea-constituyente-sin-pedir-antes-el-aval-de-la-corte-constitucional/
a92ea82e-55a8-415b-a1c0-6d792da8c65b, South Carolina lawmakers haven’t been paid after one of their own sued over raise                                            , https://www.newspressnow.com/ap/ap-us-politics-news/2025/09/19/south-carolina-lawmakers-havent-been-paid-after-one-of-their-own-sued-over-raise/
264df7b4-553f-43f8-8abc-f58897da7d5b, El asesinato de una activista conmocionó a Honduras. Ahora su hija teme ser la próxima víctima                               , https://abc17news.com/cnn-spanish/2025/09/20/el-asesinato-de-una-activista-conmociono-a-honduras-ahora-su-hija-teme-ser-la-proxima-victima/
4323bc34-a91a-4209-b4fe-f044400a3cd0, U.S. attorney resigns under pressure from Trump to charge N.Y. AG Letitia James                                              , https://www.ksmu.org/2025-09-20/u-s-attorney-resigns-under-pressure-from-trump-to-charge-n-y-ag-letitia-james
184af55d-4d4f-4865-9d4e-665b55fea70a, Una pareja mexicana fue detenida por ICE y su hija de 19 años se enfrentó a los agentes migratorios                          , https://abc17news.com/cnn-spanish/2025/09/19/una-pareja-mexicana-fue-detenida-por-ice-y-su-hija-de-19-anos-se-enfrento-a-los-agentes-migratorios/
93d886c6-ee45-4144-aa97-e9ce51fad867, NHL Preseason Glance                                                                                                         , https://www.newspressnow.com/ap/ap-sports/2025/09/20/nhl-preseason-glance-2/
904b930f-23b9-4734-9a90-09b0cf701a66, Huge archive of drag culture takes on new urgency in today’s political climate                                               , https://abc17news.com/entertainment/cnn-style/2025/09/20/huge-archive-of-drag-culture-takes-on-new-urgency-in-todays-political-climate/
d7bd0d45-c298-43e6-b1c7-0ed5cb1fe49b, "Max Scherzer allows 7 runs while getting 2 outs, raising concerns for Blue Jays as playoffs near"                           , https://www.newspressnow.com/sports/kansas-city-royals/2025/09/19/max-scherzer-allows-7-runs-while-getting-2-outs-raising-concerns-for-blue-jays-as-playoffs-near/
d58d92be-9e9b-4fcd-aa3f-626d4586895d, Trump says U.S. military fatally struck another alleged drug-smuggling boat                                                  , https://www.stlpr.org/npr/2025-09-20/trump-says-u-s-military-fatally-struck-another-alleged-drug-smuggling-boat
e71a7b9d-b375-4c52-83ca-cdc0a0686c10, "US rolls toward a 'terrible' government shutdown, no exit ramp in sight"                                                    , https://abc17news.com/stacker-news/2025/09/19/us-rolls-toward-a-terrible-government-shutdown-no-exit-ramp-in-sight/
9e97e4ae-7b38-40ea-8d6e-3ed7d3989ff8, Do red light tickets affect insurance?                                                                                       , https://abc17news.com/stacker-money/2025/09/20/do-red-light-tickets-affect-insurance/
1edf5466-90e9-469e-81ae-69a18282cfdc, Trump presenta programa de “tarjeta dorada” que acelera visas de inmigrantes por una tarifa elevada                          , https://abc17news.com/cnn-spanish/2025/09/19/trump-presenta-programa-de-tarjeta-dorada-que-acelera-visas-de-inmigrantes-por-una-tarifa-elevada/
f2404851-ab78-427f-9f11-8f99d8a47266, Trump announces another lethal strike on alleged drug-trafficking vessel in international waters                             , https://abc17news.com/politics/national-politics/cnn-us-politics/2025/09/19/trump-announces-another-lethal-strike-on-alleged-drug-trafficking-vessel-in-international-waters/
281b360b-e711-4d36-8d7c-8c0624e571a7, Best counties to raise a family in Missouri                                                                                  , https://www.newspressnow.com/stacker-missouri/2025/09/20/best-counties-to-raise-a-family-in-missouri/
4fcfb551-eed0-4757-99c6-a86480fdf17c, Western recognition won’t change the reality on the ground: A Palestinian state has never seemed further away                , https://abc17news.com/news/national-world/cnn-world/2025/09/20/western-recognition-wont-change-the-reality-on-the-ground-a-palestinian-state-has-never-seemed-further-away/
8cb1214a-2a2a-460c-ac7e-421bb93dfb24, El director de un hospital de Gaza recibió durante su servicio los cadáveres de su hermano y otros familiares                , https://abc17news.com/cnn-spanish/2025/09/20/el-director-de-un-hospital-de-gaza-recibio-durante-su-servicio-los-cadaveres-de-su-hermano-y-otros-familiares/
565837c4-739a-4f0b-a0fc-858f52304911, AP-Scorecard                                                                                                                 , https://www.newspressnow.com/ap/ap-sports/2025/09/20/ap-scorecard-183/
9be632b6-03fc-4677-bf28-1d96cecd9e84, "Sutton Smith’s long run, a late fumble recovery by Memphis leads Tigers to win over Arkansas"                               , https://www.ky3.com/2025/09/20/sutton-smiths-long-run-late-fumble-recovery-by-memphis-leads-tigers-win-over-arkansas/
c1ac062e-f57b-4796-a205-158f81853915, Man charged with murder in 2017 killing faces more gun charges                                                               , https://abc17news.com/news/crime/2025/09/19/man-charged-with-murder-in-2017-killing-faces-more-gun-charges/
1644ae1e-9596-4b89-9157-2893fad87aa3, U.S. attorney resigns under pressure from Trump to charge N.Y. AG Letitia James                                              , https://www.stlpr.org/npr/2025-09-20/u-s-attorney-resigns-under-pressure-from-trump-to-charge-n-y-ag-letitia-james
f703bfd4-76b8-44b4-a223-b392a2ce6b7e, "“Lo peor que he visto”: las teorías conspirativas sobre Charlie Kirk estallan en línea, desde la izquierda y la derecha"    , https://abc17news.com/cnn-spanish/2025/09/20/lo-peor-que-he-visto-las-teorias-conspirativas-sobre-charlie-kirk-estallan-en-linea-desde-la-izquierda-y-la-derecha/
860695d0-d768-4885-a877-d0eee35dc00a, Winning numbers drawn in Friday’s Nebraska Pick 5                                                                            , https://www.newspressnow.com/ap/ap-nebraska-news/2025/09/19/winning-numbers-drawn-in-fridays-nebraska-pick-5-20/
eec81945-2aa6-4991-819c-bc9df27f76b4, Opinion: Robert Redford will always light up our screens                                                                     , https://www.ksmu.org/2025-09-20/opinion-robert-redford-will-always-light-up-our-screens
cd11a2bb-4bca-49f5-8342-bdb3601c31d8, Estonia says three Russian fighter jets entered its airspace in ‘brazen’ incursion                                           , https://www.newstribune.com/news/2025/sep/20/estonia-says-three-russian-fighter-jets-entered/
591fbd6b-5835-46a2-8fb4-4befc24733d2, Dousing the fire of GERD                                                                                                     , https://abc17news.com/stacker-science/2025/09/20/dousing-the-fire-of-gerd/
40cd1ddb-baac-4e20-8844-5e35709efa43, THURSDAY UPDATES: Boone County reports 68 new COVID cases                                                                    , https://abc17news.com/news/coronavirus/2022/07/14/thursday-updates-boone-county-reports-68-new-covid-cases/
d58c1f1a-4a0e-4554-a6b5-5fa210ed719e, Six things to know before you file a home insurance claim                                                                    , https://www.kmbc.com/article/six-things-to-know-before-you-file-a-home-insurance-claim/31902120
4d7a6166-427a-4000-9b16-2cf0662f3ae9, Comments on: Cole County judge strikes down language in 2026 reproductive rights ballot issue                                , https://abc17news.com/politics/2025/09/19/cole-county-judge-strikes-down-abortion-ballot-language-set-for-2026-ballot/feed/
4cc7ac7d-adcd-4a40-9194-2c1d1a3d9027, More extreme weather due to climate change is impacting communities' infrastructure                                          , https://www.ksmu.org/show/sense-of-community/2025-09-19/more-extreme-weather-due-to-climate-change-is-impacting-communities-infrastructure
26070682-5c65-43ad-9be2-31e7651d8d4f, Cole County judge strikes down language in 2026 reproductive rights ballot issue                                             , https://abc17news.com/politics/2025/09/19/cole-county-judge-strikes-down-abortion-ballot-language-set-for-2026-ballot/
a3861d5f-f551-4b2f-869b-411c5779a07e, A look at 2 states that are becoming increasingly rare purple in politics                                                    , https://www.ksmu.org/2025-09-20/a-look-at-2-states-that-are-becoming-increasingly-rare-purple-in-politics
290e3e4b-6fdf-43f8-b87a-751e176a9cb6, Most dangerous cities in America                                                                                             , https://abc17news.com/stacker-money/2025/09/19/most-dangerous-cities-in-america/
d51704a5-0f18-45f4-89ec-2bb4fb4fd19d, Missouri Daybook                                                                                                             , https://www.newspressnow.com/ap/ap-missouri-news/2025/09/20/missouri-daybook-185/
2e733305-8fa5-4570-87d8-7d9007ae4dad, Los sueños de los estudiantes palestinos se hacen añicos por la decisión del Gobierno de Trump de retirarles las visas       , https://abc17news.com/cnn-spanish/2025/09/20/los-suenos-de-los-estudiantes-palestinos-se-desvanecen-tras-la-retirada-de-las-visas-para-estudiar-en-ee-uu/
3b3f6674-56ff-4fb3-b5bc-85fa842004ac, Protesters arrested as demonstrators block vehicles at key immigration building near Chicago                                 , https://www.newstribune.com/news/2025/sep/20/protesters-arrested-as-demonstrators-block/
15c2731e-a6b3-49cf-a276-9a233368d574, "Ian McEwan discusses his new novel, 'What We Can Know'"                                                                     , https://www.ksmu.org/2025-09-20/ian-mcewan-discusses-his-new-novel-what-we-can-know
00bd3527-37e0-4bcd-9a4b-3b8451ed97c4, House gives lawmakers more money for personal security in wake of Kirk assassination                                         , https://www.kmbc.com/article/house-lawmakers-personal-security-funding-kirk/66755064
aed1205d-7c62-4c25-a41f-e1cb5decdf76, Oysters are breathing life into the Chesapeake Bay                                                                           , https://abc17news.com/stacker-science/2025/09/20/oysters-are-breathing-life-into-the-chesapeake-bay/
56177b67-60b1-4545-9335-d612c04f4c7f, International Rescue Committee official explains suspension of programs in Gaza City                                         , https://www.ksmu.org/2025-09-20/international-rescue-committee-official-explains-suspension-of-programs-in-gaza-city
8b387b11-c1d5-41c4-8d08-76164dfb0451, Israeli strikes kill 14 in Gaza City as some countries prepare to recognize Palestinian state                                , https://www.newspressnow.com/ap/ap-world-news/2025/09/20/israeli-strikes-on-gaza-city-kill-at-least-14-as-some-countries-move-to-recognize-palestinian-state/
2522b95a-d164-4b54-86ed-13bf3ba759b5, NBC’s ‘Sunday Night Football’ celebrates 20 years of prime-time dominance                                                    , https://www.newspressnow.com/ap/ap-kansas-news/2025/09/20/nbcs-sunday-night-football-celebrates-20-years-of-prime-time-dominance/
fb3cda2a-6dad-4358-96f4-4ae5879bd9a1, Pakistani dating show sparks anger ahead of its debut on YouTube                                                             , https://www.newspressnow.com/ap/ap-national-entertainment-news/2025/09/20/pakistani-dating-show-sparks-anger-ahead-of-its-debut-on-youtube/
cf046734-3e99-4b37-ad87-bd94b5df8035, "From prenatal care and beyond, this hospital is a one stop shop"                                                            , https://www.kmbc.com/article/from-prenatal-care-and-beyond-this-hospital-is-a-one-stop-shop-1585078600/31917043
c7ea64fb-36b5-436e-b721-564e6e509db2, Kansas Daybook                                                                                                               , https://www.newspressnow.com/ap/ap-kansas-news/2025/09/20/kansas-daybook-184/
53d0dc2a-de2c-4413-ab64-ff6413568bb1, Week in Politics: A government shutdown looms; Charlie Kirk's memorial service                                               , https://www.ksmu.org/2025-09-20/week-in-politics-a-government-shutdown-looms-charlie-kirks-memorial-service
dae07eb2-a2a5-4a8b-aa98-6ffbfde7c52e, Enormes pancartas con el rostro de Trump adornan edificios públicos de la ciudad de Washington pese a las quejas demócratas  , https://abc17news.com/cnn-spanish/2025/09/20/enormes-pancartas-con-el-rostro-de-trump-adornan-edificios-publicos-de-la-ciudad-de-washington-pese-a-las-quejas-democratas/
04610785-a7bb-4902-aaaf-50aecfedaa93, Alcalde de un pueblo al oeste de Chicago afirma que agentes federales le lanzaron gas lacrimógeno durante protesta contra ICE, https://abc17news.com/cnn-spanish/2025/09/19/alcalde-de-un-pueblo-al-oeste-de-chicago-afirma-que-agentes-federales-le-lanzaron-gas-lacrimogeno-durante-protesta-contra-ice/
43329d53-6ba4-42e5-8af1-81b524828f83, Fighting Covid-19 with petroleum products                                                                                    , https://www.kmbc.com/article/fighting-covid-19-with-petroleum-products/33836007
8b803886-2433-4cd6-8645-abd7d97ad8a9, "Kansas oil and gas history, and it's role in life today"                                                                    , https://www.kmbc.com/article/kansas-oil-and-gas-history-and-it-s-role-in-life-today/33533344
705c38f6-7980-4114-b4f6-36458fbe0d4f, MLS Glance                                                                                                                   , https://www.newspressnow.com/ap/ap-sports/2025/09/20/mls-glance-182/
127395fa-c40e-4b6f-b09a-909864c39c30, Trump firma decreto que impone una tarifa de US$ 100.000 a visas H-1B                                                        , https://abc17news.com/cnn-spanish/2025/09/19/trump-impondra-una-tarifa-de-us-100-000-en-visas-h-1b-en-nueva-accion-migratoria/
e61384cd-e9cc-4d36-8e42-ec44fc4dd52f, Massey leads Royals against the Blue Jays after 4-hit outing                                                                 , https://www.newspressnow.com/sports/kansas-city-royals/2025/09/20/massey-leads-royals-against-the-blue-jays-after-4-hit-outing/
ee63c1e6-5860-4974-8f73-ce13dd8a0952, "Ceremonia del Balón de Oro 2025: presentadores, horarios y dónde ver"                                                       , https://abc17news.com/cnn-spanish/2025/09/19/ceremonia-del-balon-de-oro-2025-presentadores-horarios-y-donde-ver/
77d65e67-3a73-41ce-9d31-fa06c4fa7d21, Samuel U Rodgers is here for you and your growing family                                                                     , https://www.kmbc.com/article/samuel-u-rodgers-is-here-for-you-and-your-growing-family/32242562
f47ba22e-b94f-410d-9f7e-53191b769209, Gaza hospital director receives bodies of brother and other relatives while on duty                                          , https://www.newspressnow.com/cnn/cnn-world/2025/09/20/gaza-hospital-director-receives-bodies-of-brother-and-other-relatives-while-on-duty/
8e93ffc2-b4c1-4bb6-8b65-6855edcfd234, Winning numbers drawn in Friday’s Nebraska Pick 3                                                                            , https://www.newspressnow.com/ap/ap-nebraska-news/2025/09/19/winning-numbers-drawn-in-fridays-nebraska-pick-3-20/
da165922-847a-4973-bf5e-19ed5a39cb8a, National League Glance                                                                                                       , https://www.newspressnow.com/ap/ap-sports/2025/09/20/national-league-glance-182/
00e1d206-e056-4037-9f08-de291bd745c0, Full-time employee Michelle receives flexible education at K-State                                                           , https://www.kmbc.com/article/full-time-employee-michelle-receives-flexible-education-at-k-state/35351869
1b61c3c6-7842-4171-a54c-473cc43174e8, Tracking lots of rain and cooler weather in the forecast                                                                     , https://abc17news.com/weather/2025/09/19/tracking-lots-of-rain-and-cooler-weather-in-the-forecast/
6bab8204-cde2-436a-a4fd-e625d15f07c4, Trump says U.S. military fatally struck another alleged drug-smuggling boat                                                  , https://www.ksmu.org/2025-09-20/trump-says-u-s-military-fatally-struck-another-alleged-drug-smuggling-boat
54042675-6e60-4797-897c-00826f7ec835, "Climate change is a daunting issue, but even small, individual actions can help"                                            , https://www.ksmu.org/show/sense-of-community/2025-09-19/climate-change-is-a-daunting-issue-but-even-small-individual-actions-can-help
b7358564-fc78-42c5-8636-ec0aef6ff09b, "Gobierno de Venezuela debe “plantear soluciones” y no insistir en que “el país va hacia una guerra”, dice opositor Capriles", https://abc17news.com/cnn-spanish/2025/09/19/gobierno-de-venezuela-debe-plantear-soluciones-y-no-insistir-en-que-el-pais-va-hacia-una-guerra-dice-opositor-capriles/
32c943f3-8178-49bd-8426-302b31f07dca, "In a time of climate change, weatherization can reduce your carbon footprint"                                               , https://www.ksmu.org/show/sense-of-community/2025-09-19/in-a-time-of-climate-change-weatherization-can-reduce-your-carbon-footprint
7fa9eecc-a9d7-4958-9b7a-4a33d99a0c39, Thousands evacuated in Hong Kong after discovery of large US-made WWII-era bomb                                              , https://www.kfvs12.com/2025/09/20/thousands-evacuated-hong-kong-after-discovery-large-us-made-wwii-era-bomb/
5c93d2c4-45e9-4faa-a5db-ea405bba9ee8, Power outages and damage caused by Thursday’s severe storms                                                                  , https://abc17news.com/weather/insider-blog/2025/09/19/power-outages-and-damage-caused-by-thursdays-severe-storms/
7875acbb-8ce6-4472-8bba-41d3f6e588dd, An activist’s murder rocked Honduras. Now her daughter is in the hot seat                                                    , https://abc17news.com/news/national-world/cnn-world/2025/09/20/an-activists-murder-rocked-honduras-now-her-daughter-is-in-the-hot-seat/
5365ab4f-b3a3-4c83-b0f8-1963c096348f, SportsZone Football Friday highlights and scores: Week 4                                                                     , https://abc17news.com/sports/high-school-sports/sportszone-football-friday/2025/09/19/sportszone-football-friday-highlights-and-scores-week-four-2/
15571219-e476-4723-b0a9-4b7195602085, "Trump asks Supreme Court to let him deport 300,000 Venezuelans"                                                             , https://abc17news.com/politics/national-politics/cnn-us-politics/2025/09/19/trump-asks-supreme-court-to-let-him-deport-300000-venezuelans/
61459c49-5f44-4381-a98d-2182b578d8c7, Crash causes traffic delays on Interstate 70 in Cooper County                                                                , https://abc17news.com/news/top-stories/2025/09/19/crash-causes-traffic-delays-on-interstate-70-in-cooper-county/
9c5fa1d9-ec20-44a8-a8a6-a2188391600e, Cyberattack disrupts check-in systems at major European airports                                                             , https://www.newspressnow.com/ap/ap-world-news/2025/09/20/cyberattack-disrupts-check-in-systems-at-major-european-airports/
70c891b5-fc7b-4811-a1b4-9211dd389163, Missouri judge strikes down ballot summary for anti-abortion measure backed by Republican lawmakers                          , https://www.newstribune.com/news/2025/sep/20/missouri-judge-strikes-down-ballot-summary-for/
7f8dc46a-7e59-4d02-8625-94e026bfa475, Palestinian students’ dreams are shattered after US withdraws visas to study in US                                           , https://abc17news.com/politics/national-politics/cnn-us-politics/2025/09/19/palestinian-students-dreams-are-shattered-after-us-withdraws-visas-to-study-in-us/
d10aba42-bd19-479a-923e-4e3774a0aa37, Sports Betting Line                                                                                                          , https://www.newspressnow.com/ap/ap-sports/2025/09/19/sports-betting-line-188/
ff7bfbe0-635b-445e-b4ce-71d31c8859f2, "Sports on TV for Sunday, Sept. 21"                                                                                          , https://www.newspressnow.com/ap/ap-sports/2025/09/20/sports-on-tv-for-sunday-sept-21/
f5208072-7dd7-4efc-b041-ba421dff0809, NBC’s ‘Sunday Night Football’ celebrates 20 years of prime-time dominance                                                    , https://www.newspressnow.com/ap/ap-missouri-news/2025/09/20/nbcs-sunday-night-football-celebrates-20-years-of-prime-time-dominance-2/
cf262128-70b7-422b-b939-228ac7ffc5ed, "In battles over free speech, comedians are often center stage"                                                              , https://www.newspressnow.com/ap/ap-us-politics-news/2025/09/20/in-battles-over-free-speech-comedians-are-often-center-stage/
9d0852f9-222a-4e8b-9eaa-77130bd08a89, Trump pide a la Corte Suprema que le permita deportar a 300.000 venezolanos                                                  , https://abc17news.com/cnn-spanish/2025/09/19/trump-pide-a-la-corte-suprema-que-le-permita-deportar-a-300-000-venezolanos/
58279c89-763e-4121-8305-f436267901fd, "Kennedy’s vaccine advisers change COVID shot guidance, calling them an individual choice"                                   , https://www.newstribune.com/news/2025/sep/20/kennedys-vaccine-advisers-change-covid-shot/
388437a8-2f13-4ddc-8e19-cb9108306497, National League Leaders                                                                                                      , https://www.newspressnow.com/ap/ap-sports/2025/09/20/national-league-leaders-165/
ea46e8b0-b0e3-4539-b7aa-dba943c39d5f, Arts Academy provides a musical experience for all ages                                                                      , https://www.newspressnow.com/news/top-stories/2025/09/20/091825_np_sfaa_article/
e4729142-2069-4a65-b0b2-474d011b6f55, Gobierno de Trump pide a la Corte Suprema limitar opción de marcador de género en pasaportes de personas trans y no binarias , https://abc17news.com/cnn-spanish/2025/09/19/gobierno-de-trump-pide-a-la-corte-suprema-limitar-opcion-de-marcador-de-genero-en-pasaportes-de-personas-trans-y-no-binarias/
471ef7b0-fa50-473d-9223-0d186a8af494, U.S. attorney resigns under pressure from Trump to charge N.Y. AG Letitia James                                              , https://www.kxcv.org/2025-09-20/u-s-attorney-resigns-under-pressure-from-trump-to-charge-n-y-ag-letitia-james
63256c05-7bcf-4675-a21c-f58682b431b2, Trump’s economic promises to Black voters fall short after a modest shift in support for him in 2024                         , https://www.newspressnow.com/ap/ap-us-politics-news/2025/09/20/trumps-economic-promises-to-black-voters-fall-short-after-a-modest-shift-in-support-for-him-in-2024/
5f31e621-0db1-4962-9072-63e1ded746c7, NCAA Football Scores                                                                                                         , https://www.newspressnow.com/ap/ap-sports/2025/09/19/ncaa-football-scores-15/
c52a066d-02e8-4c52-8740-60ac581d8502, Gen Z spends 15 minutes less outside per day than Gen X                                                                      , https://abc17news.com/stacker-lifestyle/2025/09/19/gen-z-spends-15-minutes-less-outside-per-day-than-gen-x/
6d3bfb7f-161e-44c5-81d2-eb9056468987, Southern Boone School District considers adopting four-day school week                                                       , https://abc17news.com/news/education/2025/09/20/southern-boone-school-district-considers-adopting-four-day-school-week/
3db1c35a-a365-495b-b183-0e377ddc8dbb, American League Leaders                                                                                                      , https://www.newspressnow.com/ap/ap-sports/2025/09/20/american-league-leaders-163/
06af0417-1c9b-425c-99f4-b4a6e9d804c7, Amber Alert canceled after missing 12-year-old girls recovered in Indiana                                                    , https://abc17news.com/news/top-stories/2025/09/20/amber-alert-issued-for-missing-12-year-old-girls/
8088024a-9804-487a-aab9-56cca5655e06, NHL Preseason Expanded Glance                                                                                                , https://www.newspressnow.com/ap/ap-sports/2025/09/20/nhl-preseason-expanded-glance-2/
6e8ac878-4685-40aa-9242-377df13e34b2, El jefe de la FCC solía rechazar las presiones gubernamentales sobre los medios de comunicación. ¿Qué pasó?                  , https://abc17news.com/cnn-spanish/2025/09/19/el-jefe-de-la-fcc-solia-rechazar-las-presiones-gubernamentales-sobre-los-medios-de-comunicacion-que-paso/
3b9d6d73-5d47-4a57-8b15-3f369392359b, "Founders are rethinking startup funding, and VC isn’t the default"                                                          , https://abc17news.com/news/2025/09/20/founders-are-rethinking-startup-funding-and-vc-isnt-the-default/
9d50ac0f-d11a-4001-a364-81f5e423d52e, Poland scrambles jets as Russia launches massive aerial assault on Ukraine                                                   , https://abc17news.com/news/national-world/cnn-world/2025/09/20/poland-scrambles-jets-as-russia-launches-massive-aerial-assault-on-ukraine/
